epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,160.398,0.58006,1.00783,1.08817,0.89036,0.90098,0.96641,0.93158,0.50536,1.07366,0.27404,0.000555409,0.000555409,0.000555409
